time,symbol,price,side
2027-06-01T08:02:00,MSFT,264.1252085586294,bid
2027-06-01T08:02:17,MSFT,265.5017453117783,ask
2027-06-01T08:02:34,IBM,145.9908889786,bid
2027-06-01T08:02:51,ORCL,78.80933934941555,ask
2027-06-01T08:03:08,ORCL,78.62171608293582,ask
2027-06-01T08:03:25,IBM,146.39460333104478,bid
2027-06-01T08:03:42,MSFT,264.5414625156951,bid
2027-06-01T08:03:59,MSFT,265.920655685467,ask
2027-06-01T08:04:16,ORCL,77.83246629647707,bid
2027-06-01T08:04:33,MSFT,265.6907276936156,ask
2027-06-01T08:04:50,ORCL,78.98301932754048,ask
2027-06-01T08:05:07,IBM,147.4352752915348,ask
2027-06-01T08:05:24,MSFT,265.4856221936908,ask
2027-06-01T08:05:41,MSFT,265.19491621016135,ask
2027-06-01T08:05:58,MSFT,264.66183803436746,bid
2027-06-01T08:06:15,MSFT,265.684404543366,ask
2027-06-01T08:06:32,,265.4432949473238,ask
2027-06-01T08:06:49,ORCL,79.27201640861864,ask
2027-06-01T08:07:06,IBM,146.31606679185106,bid
2027-06-01T08:07:23,ORCL,77.97591150838826,bid
